tweet,label
looking ahead to an awesome day yesterday wasnt the best but today we turn the page and im looking forward to it,1
this summers going to be such a waste again i can feel it  x,-1
vip status tonight were here half hour after close free round of shots on the house good stuff,1
had a great time with great friends  i love my besties,1
hills  mtv movie awards,1
if only i could be on stage everyday,1
happy 18th birthday to me,1
ps waitin for fixing my damn wallet,-1
sooooo angry right now cant believe they lost,-1
jonasbrothers twitter is to update on what ur up to  ur fans wana kno whats up not that your famous we already kno dat lol,1
i had a horrible dream,-1
bad time to give up alcohol,-1
graduation i will sure miss kevin  i still have another year of high school left  ugh,-1
watching an aussie fashion awards show they have some amazing features and designs,1
last day of exams and school,1
i cant go back to sleep  im still tired,-1
thinking about my love while sitting next to my love also thinking this must be love,1
happy star wars day everyone and enjoy the holiday uk,1
oh my god i love the rain   this is perhaps the best night iv had for a while,1
im so bored at work right now  theres nothing to do,-1
no update yet,-1
stupid braces there goes my fun,-1
is jealous cause of the june ball pics from last night are all over facebook,-1
oooo someone is mad,1
about to eat dinner,1
my laptop is  the tech dr feel like i have a sick child amp cant wait for it to get the okay to come home,-1
after a night of getting sick yuck hope to get some sleep today,1
okay i lied im still up but since all the awesome people have gone off msn i think tis time for this little boy to do the same,1
good afternoon world drums for the second song complete,1
who has the sims 3 i want it so bad,1
listening to everyone singing how lovely,1
yay susan boyle didnt win aha lol y  oo can finally edit stuff on my video cam  lol,1
going to chill out the back garden its sunny in glasgow,1
i am so tired but i want to write,-1
what a wonderful and productive day i have so much fun with my family even when its work i wish the weekend were a day longer,1
what to do with my night  the only sure thing so far is that i have an empty tummy,-1
ddlovato aw ur voice is lovely i hope your better   i love your songs xox,-1
home will probably nap for an hour or so thanks to my falling asleep at work then hopefully i can find something to do,-1
had a wonderful first day i love e amp y,1
hoping for lebron vs kobe but thats not looking good   at least the yankees are being awesome right now,1
i got burned by a bag of ice,-1
me too  actually i just seen her like 2 days ago,-1
more hate mail  apparently i have a terrible voice  can you guys leave good comments and make me feel better,-1
still awake i cant get to sleep  big exam tomorrow,-1
home from italy im so sad ill probably never those kids again,-1
im sick at home and i think ill soon call the doctor,-1
cavs had me scared for a bit but you guys made it through,1
home  i think i found my car,1
tommcfly you cant leave brazil thomas i wont let you do that itll be a terrible mistake listen to what im saying lol,-1
dont you matter what ppl might say black woman your my everything,1
another day of sun fun and riding the bike so gonna sit in park later and use shiny new iphone yay,1
i had the most awful dream i could probably ever have last night,-1
i haz cough,-1
just had knee surgery so cant do anything,-1
needs physical therapy cant lift my arm  not good,-1
rain means no tennis,-1
officialtila yeah thats how i would keep it,1
missing that thing so,-1
it feel so good when doing something you like is working  and making money,1
i hurt my funny bone and its not funny,-1
you look like the kind of a person who would take me to a party on the wrong side of town,1
rain rain go away  no power,-1
had a dream about you last night  just when im getting over it my mind reminds me woo fml gt,-1
beautiful wedding but enough fancy cake get me a burger,1
being miserable i need to find time to go to the dr,-1
doctor i completely forgot about it this really sucks,-1
i have had bad days  now i need a good day,1
missing my chuck fix again 9 months is far too long a wait,-1
cannot believe no one she knows has twitter  come on people get with it im lonely,-1
hi tweeps  ill be out of reach this weekend  but i guess you can manage without me,1
really bad headache again  give me something to do on this shitty day,-1
oh son of a bitch  footy show is on going to eat into my gaming time  bring on friday night bitches,-1
the shower  from cold to ice cold to freezing cold,-1
sick with the flu  hopefully just the normal one not the swine one,-1
is sick  and have exams,-1
told him how i feel now im sad and confused,-1
going to listen to music on youtube,1
so bored  have nothing to do,-1
two out of four cats apparently missed me when i was gone  the two who didnt apparently thought i was just busy or something p,1
ugh got a headache think ill turn in early lots to do tomorrow but ive got a new card to list,1
quot quot    it crowd,1
has it really only been a week,-1
ok this is becoming an every day thing  will i ever be able to fall asleep at a normal hour,-1
headache  i feel like im never allowed to smile or have fun again like it would be rude or just to early,-1
loved the wedding today but most of all she loves the couple jen and dev,1
working till i dont know when,-1
sun is shining  so im off out with the girls to shop then to meet up with the boys and go to the beach,1
back from the lake good news and bad news the hot mess didnt show up but the party is now over,-1
home sick yet again  im dying from the inside out,-1
i dont want to hurt myself from falling again let me avoid you we werent meant to be dont let us happen,-1
headache no fun feeling sick is no fun either,-1
why do i always can sleep when i have to get up for work thats not fair,-1
man im pissed i cant believe this is how your fellow twitterers treat you,-1
sooo sick today not wanting work,-1
thinks watching live music in a garden on a warm summer afternoon was awesome,1
looking forward to this pizza still sunburnt got lots of nice stuff bought for me today,1
going out of town next week until the whole month of may,-1
this tweet i just have to send thank u lord it is the weekend,1
jonathanrknight hasnt twittered since the wee hours of the morning and yet he is still the second most tweeted person today woo,1
really really want solid state hard drives sorry people my computers are down,-1
up early again work today off tomorrow course thursday off friday so not so bad,1
is back at work 2moro back to life back to reality,-1
is feeling good right now,1
stick wars,1
pic of my delicious home made sushi  it was yummy,1
bored anyone wanna do something txt me,1
is sick cough and flu,-1
i got my wisdom teeth pulled and im in a lot of pain right now text me,1
off work already lack of work  taking a nap n then who knows,-1
ahh headache,-1
yay its friday amp a long weekend  woohoo,1
feeling ill right now,-1
going to start losing it soon need an answer,-1
i hate thinking about this sooo much i hate making myself feel like this  oh well im gonna try to sleep goodnight twitterville,-1
listening to some music rob thomas rocks amp rocks again amp again,1
back to office feeling fit and fine,1
long yet wonderful weekend made for a short night feeling it 2day amp thinking i will all week bc this week is moving week  so much 2 do,-1
great day p band played ate some uber good food amp caught up with old friends  too bad it was so fuckin hot all day lol nite nite,1
cya later everyone im off ill be on later  peace out,1
home from what felt like sober house now going to sleep i has to wake up early tomorrow  goodnight tweeters,-1
happy birthday baby hope you enjoyed the breakfast,1
sneezing like mad right now,-1
davidarchie they stop now hmm okay take some sleep good night,1
bummed cause my computer broke so did my keyboard and also i cant play guitar  what am i to do lol,-1
my butt is numb,1
thank god today is friday  i love ti ti lt3,1
nkotb ok so 2010 saving the date but what date the entire year cause im ok with that,1
work time  10 hours sad sad,-1
goin 2 bed now  finally lolz,1
3 weeks until holidays start  cant wait to see my friends again ive been missing them   i should think about having a small party,-1
lt missing her boo      cant wait till u get home luv ya  xoxo,-1
would really like some alcohol right now,-1
what sucks about having your own place you never want to leave,-1
miley won yay  shes on a boat lmfao,1
you cant get a hang over if you never go to sleep,-1
shes so tiny i can lay her in my lap rest her head on my arm and have both hands free to type  wonder how long that will last,1
grr i hate this never ending cold i seem to have just cant get rid of it at all,-1
home the fact that class gets in the way of my summer nights sucks ugh,-1
glad my blackberry is finally working thank you jesus,1
just woke up  have you ever thought you were doing something else when you were sleeping,1
omg how sad born without a face,-1
my cell phone is dead  cant do anything with it,-1
feelin somewhat down ugh i dont want to have an exam oh well 5 days baby,1
goodmorning loves  how is everyone,1
theres nothing like your own pillow,1
ugh i am sick for the second time in a week this one is worse,-1
does someone want to take me to london or germany spain lets do france while were at it,1
is starving so hell just eat some snacks lol,1
workin and it blows not in right state of mind for this,-1
broken inside  she wants to go home but no home,-1
trying to figure this out feeling old,1
just deleted my spymaster account  it was no fun anymore stupid no more levels,-1
lilyroseallen happy birthday mate hope you have a great day,1
going to class im sure ill tweet during or somethin,1
jonas brothers  live to party                its rocking so hard     i love the song,1
bored in business maths exam last lesson bad times gunna fail,-1
back 2 work ugh only 19 more days til summer break,1
banana chocolate chip cake with my sis yay saturday,1
oh ive just watched the third episode of jonas its awesome,1
i really need to clean my room come do it for me and ill shoot u 20,1
beautiful day at the park,1
lunch time then its back to the sun,1
ugh actual insomnia   feel rough like,-1
nice sunny day again happy,1
hmmm supposed to be cleaning but im not,1
my birthday ends in 15 minutes,-1
not feeling well  a saturday class just makes it worse,-1
mickey ds for breakfast,1
so happy so so so happy thats heaven i hope so,1
really cold and tired taking a nap since my family hates me and nobody will come home to take me anywhere,1
i dont think skype works with 30 anymore sad face,-1
hooray  i managed to get up early enough that i have plenty of time to stop for coffee on my way to training,1
looks like i might be done a little bit earlier tonite,1
i hate being sick too much wasted time and energy   wish me well so i can get back to my busy life lol,-1
beautiful saturday weather too bad ill be spending it doing some homework all well have a great day,1
had a terrible sleep wondering what i should do with myself this morning a little tired but feeling good better attitude today,1
hanging up damn shades for the windows and im fucking pissed i need help,-1
the hangover is hilarious its a must see movie,1
up and awake tryin to fix my hair since i look a lil crazy lol,1
good morning  catching up on emails enjoying first cup of coffee  had a great weekend,1
i suck at trying to sleep,-1
is wishing you a lovely evening,1
aches and pains from gardening,-1
dannygokey hey thanks for the add in myspace you made my day god bless,1
just got back from the sing it loud concert  fuckin amazing,1
seriously cant do this anymore,-1
in love love love with my friends,1
just woke up and getting ready to go to church with the fam,1
got cut early cause im sick,-1
yay is hopefully now going to bgt tour  shit seats but im not bothered tbh hehe,1
omg all this dam hair i cant sleep cuz i keep laying on it     i think i need a haircut  i think it time for a new tattoo too,-1
im so bored theres nothing to do,-1
75 followers love it thanks so much guys  i promise interesting stuff to come  new show is in the works right now,1
my body aches i feel like poo,-1
is home from work and theres no food anywhere im starving bad times,-1
i think i just may slice my leg off,1
damn dryer is broken already,-1
im trying to work but am highly distracted what with the interesting people to meet on twitter,1
cant say anything im done with the world,-1
just watched the house bunny i agree with the fact that its friends and family who matters   always did lt3 lt3,1
really sad and bored,-1
wish i had some taco bell  fuck del taco in da face,-1
one exam left,1
im feeling so depressed i dont know what to do,-1
is now moving on her own and is scared to death  no one will support me in what i want so im on my own,-1
twitter thank you  gives cookies for your hard work,1
have u ever felt hungry but too lazy to fix anything it sucks,-1
hehehe i got my fone taken away,1
best friends for oh 3 years now and shes only just convinced me to watch star trek with her held out as long as i could,1
im sad that people are sad wtf,-1
got my new kittens today  theyre absolutely adorable and into everything,1
tommcfly you could tweet some of us back  what time you leaving to go to the venue  xx,1
so happy because my uncle helped my clear files off the computer,1
i have a head ache,-1
so it seems im not the only one whose storm isnt working looks like ill be without berry for about a week soon,-1
is at curry house again but this time in san diego,1
bored and have nothing to do,-1
broken charger,-1
mileycyrus i hope i get to see in during your tour miley todays my birthday thatd be awesome if you replied,1
at work  then after going to set up an appointment with the eye doctors,1
just woke up and is starving but my will power to cook for myself is running extremely low,-1
i think i realized i have add and it keeps me from falling asleep even when i am exhausted which is frustrating,-1
short story written in 30 mins sweet,1
arent you tired of feeling weak    i just woke up about half an hour ago from an epic three hour nap,1
thank god for summer im so excited to finally get a chance to read for fun,1
excuse my terrible typing today everyone,-1
i have woken up tired whats the deal with that how can i wake up and still be tired,-1
hey back on my ex wouldnt shut up and kept saying ohhh why did you break up with and i love me he is such a dick head anyway im still emo,1
just realized it had been 4 months since i last checked the news in my home country so lets see hows france these days i miss cheese,1
guess what twitter my body ache came back,-1
cant sleep  i need to wake up early tomorrow,-1
is one sick duck right now,-1
why do i feel everything is soo boring,-1
ohhh what a day what a day,1
ever since i upgraded to 30 my itouch sucks,-1
i think jess should wake up now might go jump on her to wake her up yes that sounds like a plan,1
i guess ill have to wait until tomorrow to do part 2 of my workout since i took a nap this afternoon that lasted a little too long,1
holy crap the sun is out but i have to work,-1
plz no university tomorrow,-1
ugh i hate being fit into someone elses schedule,-1
tired think im going to bed now sleep tight,1
about to go 2 a party eating candy  and twittering bought a really cute top today,1
watching friends and ready to eat,1
i cant believe i did that,1
cant sleep damn stomach ache,-1
had english exam  did good i think   just about to go out with mates  umm need food,1
has a sore head so im going to bed,-1
i am doing nothing at the moment but i should be drawing something or playing left 4 dead very soon,1
good morning tweeps waiting for my breakfast bagel mmmmm and an oj,1
wow was i tired i need a better job or a massage lets take door number 2,1
is having the best night i loves my friends,1
up already on a sunday it should be a crime   going to play in the sunshine  x,1
oh what a beautiful morning  off to the city market amp the gym,1
i no like sad things,-1
i am the proud owner of the brand new jonas brothers cd,1
had an amazing birthday  thank you guys,1
i have sooo much to get done but i am sooo sick,-1
met some awesome peeps today thanks to everyone who made their way out to see us,1
jonathanrknight oh jon u can watch me any time u like babe  xx,1
i just injured myself,-1
well good morning  im still tired isnt that a weird thing haha,1
harry potter 4 didnt know edward from twilight was in it,1
how do i manage to be late for everything ugh,-1
errands are getting in the way of pool time  why do cars have to break down,-1
i think i cracked my neck i cant even move,-1
hates being away from you   also wishes it would stop raining,-1
wondering how to use twitter perhaps to display lyrics i find more excellent then usual would all of you 4 followers like that,1
write us a harry potter poem for a chance to win a fabulous harry potter prize,1
ahhhhhh i hate this feeling,-1
cherry ice cream,1
happy mothers day to all the moms im spending mine working yay me,-1
trying to find a tech job cant find any entry level jobs any were  also just about every job site has more spam now then jobs,-1
better get ready for work again fail,-1
twitter is confusing but i think i can handle it,1
are there any good guys left,1
i cant get to sleep  i have to be up in like 6 hours,-1
lots of homework to do after coming back from turkey wah,-1
good night amp sweet dreams tweet peeps off to get my beauty rest,1
gah im so pissed just found out theres some person out there with the same name as me i hate it,-1
so tired from my middle of the upset,-1
power went out this morning knew that would be a bad sign of the doc apt,-1
playing ps3 and suffering from a massive headache,1
my tummy does not feel so good,-1
worst headache ever and im not even home yet,-1
never say never going swimming,1
home with my dinner ready for the hills finale,1
going to liverpool now see ya when i get back or if im in somewhere with free wifi i might tweet from my ipod touch  haha,1
was having a sad day but now im better,1
my left contact is being dumb,-1
i never have to do maths again such a relief i am so happy except that i have to do revision for other exams no more maths,1
waiting dad for take me hospital,-1
is chatting on facebook babe keep on laughing,1
i dont feel any pressure right now    happy mothers day people,1
my mom hit a squirrel on accident when we were driving and i cried so hard that ruined my whole day,-1
itchy ear,-1
baby is  really sick,-1
more bad news,-1
im ready for this relationship but theres something dance in my brain idk what is that,-1
i have a sunburn that really hurt,-1
sunburn  90 weather  sore jason,1
i got a job i never thought this day would come when i would be working at a jam and jelly shop,1
had pc problems so been gone  ready now for action,1
in 5 minutes i am going to literally die from boredom friday nights are not suppose to be boring especially at my age lol,1
frustrated because i cant sleep and i need to be up for work in 2 hours,-1
mileycyrus hang in there and have a great journey  my girls adore you  thanks for all you give miley,1
has a massive headache,-1
ive had the flu back to work tomorrow  so sad,-1
cant believe her boyfriend just injured himself in the first game of footy feel like i was going to cry,-1
not much work for me to do today shame the sun has gone,-1
life is good praise god,1
what else is there too it i wish i could know,-1
23 days until warped tour  im tired d,1
ddlovato i want your sis to let me follow her but she wont im sad  you guys are amazing,-1
sad thinking about my bf i really miss him,-1
ive laid in bed this whole time for a whole hour just wasting away the time grr why do i do that now i have 1 12 before work,-1
sitting in school and having a 1 hour break for some reason im not aware of i like,1
having trouble sleeping tonight i hope i fall asleep soon,-1
go see the hangover now soooo funny,1
looks like it might be sunny in london today  hope everyone is having a lovely weekend,1
watching a video of someones choir practice,1
i feel super sick,-1
hm day doing nothing just sit outside in the sun listening to some tunes,1
cant belive im up soo early feels like i only just got to bed,-1
at home in pain but heh ho life goes on,1
my life is super boring right now  its summer and ive never been so bored in my life,-1
goodmorning i have no plans for today and it feels wonderful this is gonna be one of those lazy days,1
enjoy the rest of your day twitter folk of the world,1
cant get the top of my stupid laptop cover to come off,-1
just woke up after sitting down last night at 9pm i guess two days without sleep hits you at the worst times,-1
am having a bad day today feel down and just want to go back to bed and sleep,-1
going to pink concert tonight,1
tracecyrus i am so ready tho shake it but i cant be there  have to work,-1
hmm i feel better than i dont i feel better than i dont,-1
ddlovato love the new album cover demi,1
goodmorning twitterville what nice shining morning in nyc,1
feel like my back is going to torn after i fall from the stairs,-1
i really need to stop forgetting my twitter password,1
finally home going to start cleaning up my babe went to buy stuff for the party to work it is,1
yoga for the first time in 2 months best feeling now i wish my knee would heal so i could get the full work out,-1
mileycyrus  we want to meet you sooooo badly  we care about you so much,1
bored so damn bored i want my bedroom,-1
its lovely and sunny now,1
urgh just been sick  saw that coming havent been feeling well all day,-1
is excited to have the best steak in montana,1
bugger nice weather so no way to put off the garden type jobs that need doing,-1
swimming with friends  happy night,1
ouch,-1
i wish i could go back to wednesday night because now im sick sunburned and have no voice,-1
waiting for sleeping pills to kick in gonna be so tired at work tomorrow,-1
haha need a fake id as im not legal in the states yet,-1
sorry for no updates for a while,-1
leaving germany  ill miss it now on to italy so excited,-1
going camping this weekend  ill be away from all my tech for 3 days  maybe thats a good thing,-1
had a bad day today sick and tired  but im looking forward to tomorrow it should be better well goodnight,-1
i could get so much more done today if i didnt have to go to work,-1
my first day of college was very tiring we already had tons of homework,-1
have had a long and somewhat terrible day,-1
feels anxiety in the brains and extra out of place for that matter,-1
rainy season is no joke its raining really hard here i cant go out,-1
feeling hot hot hot lol loving the jonas brothers  lt3 lt3,1
school  worst thing ever,-1
being lazy today then have to work at 5  i hate being poor,-1
is about two hours from home and cant wait to sleep in her bed,1
how come its nice all week then when i finally get a day off it rains,-1
texting   being completely bored  wanting to talk,1
sick  but going to school anyway,-1
khloekardashian im a huge fan cant wait for your new show ps why do you say bible all the time,1
is climbing down off his high horse now  poor thing rode hard and put away wet  fb,-1
is hung over and has the beginning of a chest infection  bad times cant wait for my party now though,-1
for all those beautiful caring people out there birthday is on tues just celebrating from now until then as one does,1
honestly im fucking bored out of my fucking mind,-1
the problem of going to sleep before 9pm is that i wake up at 2am wide awake,-1
has been playing the sims 3 all night and all morning i think im already addicted,1
deleting pictures delete delete delete haha,1
thinkin sleep sleep please come got busy day ahead of me,-1
i cannot believe there is no pie left in the house,-1
riding in the car with some loud kids,1
my stomach is full and the weather is cloudy it is officially time 2 chill,1
even if i want to,-1
and they say women are useless well dont i have news for you,1
apparently i did good she said she didnt expect anything less from me therefore no golden stars,-1
awesome song high school never ends by bowling for soup,1
bones just scared the shit outta bugs the bunny haha  literally  eh,-1
is still coughing  xx,-1
has a blood nose,-1
i wish i were hanging out with kobe right now,-1
oh well getting another bad headache so am going to lay down is 11pm here be back tomorrow night or morning everyone  waves,1
oh my goodness im so tired i should not be driving right now,-1
having the flu sucks,-1
and on that note goodnight and sweet dreams to all my favorite naked tattoo girls,1
is about to get on with oj and flash,1
my face has been kind clear ever since too,1
sleep is my favorite time of the day cause i dont have to feel the pain  night,-1
stuck in some shitty traffic this day is going to be crap,-1
im back  sorry about that computer crashed and ive just spent the last half hour trying to fix it  so hope its ok now,-1
is really really really tired,-1
rains ok once in a while but when i see rain in the forecast for the rest of the week it really blows,-1
outside its cloudy and somehow windy so nothing to worry about,1
you know what sucks having a sore throat and being hungry at 4 am,-1
something is technically wrong damn,-1
good morning all  whats everybody doing this weekend  any plans  looks like its going to be a warm one  be well have fun,1
just got up found out its raining thought about going back to bed but have a meeting at work  monday morning is not my time,-1
i lied okay im going to end up hitting this kid here i miss you,-1
had to report to court this morning jury duty was running so late had to pass on breakfast i never pass on breakfast,-1
mm green tea,1
why am i still up im going to regret this tomorrow,-1
my tweetdeck is not working  worst day ever,-1
san diego for cousin tony,1
its time to work but i dont know what i am supposed to be doing,-1
im home wit my mommy she had surgery so im takin care of her,1
yea baby we goin to tha ship,1
michael for men is listening to music for men by gossip,1
dougiemcfly i love orange juice is my favorite,1
sitting at  home super bored and its really late but i cant sleep because im afraid of my dreams,-1
a take home law exam,-1
today has gone by extremely slowly falling slowly,1
am sitting in the library with eyes half closed cause havent slept in a while coz of exams,-1
leaving for ireland in a matter of hours sooo excited,1
wow its been 3 hours since my last update and theres no ones update besides me hmm i had nice nap btw,1
woke up early to feed my cat forgot he was gone,-1
big day with my love  then a wedding tonight,1
doesnt know how this thing works and is exhausted from 6 flags and her tummy is happy that it finally got olive garden,1
wanna say thanks a million times for showing some love and celebrating a special event with us last night i sooo love you all,1
is getting very sad,-1
im sitting here at work trying to look as if im not sleeping when i actually am had a hard time sleeping last night not my fault,-1
i cooked breakfast for my mom  happy,1
i should really watch what i say on here going home guess whos not there,-1
couldnt sleep and now at work tired as hell,-1
my bad it was a mosquito or however you spell it,1
tweet tweet tweet i wish ashley was still here time to get ready,-1
i hate doin laundry  and i am so hungry lol,1
happy birthday tetris love of my live,1
back from school had to ride home my legs hurt,-1
yes i finally got internet at school if only i could get it at home,1
jonathanrknight u better not get sick before the cruise ill be pissed,1
ddlovato are you gonna come 2 sydney and tour me and my friend lovee your album amp cant wait 4 the new one,1
i am very sad and cry a lot i will sleep better,-1
i have a bad feeling,-1
i cant believe im actually saying this but i miss physics,-1
rise n shine shine n rise sunshine  but i dont wanna  this bed is so comfortable,-1
i hate it when im sick,-1
half way through a harry  potter marathon my kids have never seen the films and then some  video games,1
omg that was so scary i thought someone was hurt,-1
a while weekend without a lie in what have i done to deserve this,-1
my body says i will die,-1
fearnecotton wow sorry for the bad spelling glad to see that english language degree go far,1
i think i broke or at least sprained my thumb  dont ask me how but it happened,-1
the breakfast spot with dad and jon good times,1
i woke with an insane headache this morning,-1
new heels fail should have brought flip flops,-1
ok so this sucks i guess i have to have an iphone or an itouch to win tickets soo sad,-1
missing her like woah,-1
celebrating my new pr with a glass of wine,1
need to get some pounds maybe it could help,1
ok back to cleaning,1
going home too many good people are leaving the earth sigh,-1
mariahcarey  i meant 5 questions sorry i got a bit nervous,1
angry scared disappointed and learning fast,-1
work 15 mins late  totally forgot i was supposed to way early,-1
fun weekend  happy birthday tony love you,1
hmmm i may go to boston after all  my back feels better today,1
bloody headache,-1
been awake since 8 on a saturday wtf hehe watched up to episode 10 season 5 of the hills pretty sweet,1
who wants to be my best friend lol,1
been a while just got up super tired weekends should totally be longer,-1
this is the last day of my life i only have a few hours left of being 19,-1
what a miserable looking day eh going to treat my boy to a spot of lunch i do think,1
my lovely twilight guys youre the best,1
haha ok   im going 2 physical therapy 2day,-1
where is the hot weather in la no tanning for me,-1
just woken up 9 hours sleep seems to have helped,1
im dissapointed because i had fallen an exam,-1
my stomach hurts  xd,-1
im so tired keep shooting keep shooting ahhh,1
english exam tomorrow nervous,-1
mmmmm  cold pizza and a chocolate chip cookie for breakfast,1
is sick of work wanna go home,-1
back from a tiring day out this woman kept staring at me like as if i knew her um hello no i dont your just freakin me out,-1
watched some twilight amp harry potter stuff on you tube,1
woohoo rock band concert,1
i am so bored and tired nobody is up this late how tragic,-1
i cant sleep ugh,-1
back to work again tomorrow till friday  sniff,-1
its today    sadly i cant fall back to sleep now  haha,1
it sucks to know your losing someone and theres nothing you can do to change it,-1
bed time midnight here in london england love u all,1
had a lovely day with my boys in the garden oh to be young,1
finished the picture a little while ago  i was incredibly incredibly pleased,1
my back is hurting so bad i dont wanna have to go to the doctors to get it checked out,-1
i think my body is trying to tell me that im getting too old to play softball but i just cant say no,1
im looking forward to the pink concert tonite,1
im lovin twitterific rather than twitterfon haha im bored save me,-1
wishes he could do nothing all day but unfortunately thats not really allowed now is it,-1
jst about to leave  cnt b bothered today  x,-1
thanks everyone for the twittered birthday wishes this past weekend i wasnt expecting that,1
hangover fml,-1
shouldve gone to school theres no type of food here and my mom left me home alone  wtf,-1
andyclemmensen hello andy wat r u doing on monday which is a public holiday  r u gonna stay home,1
made my birthday cake it was two layers and it was amazing,1
the carpet burns on my knees really hurt,-1
off to bed soon very tired and had a long day plus some people have to work tomorow,-1
going to bed finally she couldnt even handle my presents for 24 hours,1
enjoying soup for dinner  plus sweet corn,1
took the afternoon off because of the sick now going back for night class,-1
um i kinda forgot what i was gonna tweet,-1
a weekend without football lifes gonna be really boring till august 15,-1
i really wanna do monday night again even tho i my feet and legs will never recover ouch,-1
finally just finished homework my leg is burning i hate bug bites,-1
on my way to theatre camp cant wait to see my kids  i wont say that at the end of the day though,1
at the job orientation woo alone tho my mommy left,-1
dont feel well but i have to go to college because coursework is due in today,-1
i forgot how much i really needed music until i barely had any for about a week but i have music now yay,1
nerd is killing tho,1
its a weekend  finally get to sleep in yet im awake at 9,-1
dont want to get up feel real lazy but i got to get and get ready for wrk,-1
wishes her stomach didnt hurt,-1
loading our stuff in the van for our gig tonight and enjoying the warm and sunny weather,1
taking care of an extremely sick puppy,-1
had a nice day today although my boy had a fever he was in a great mood though funny boy,1
think imma go to the bank later this week ridiculous off to the gym,1
teehee first a bowl of chocolate ice cream next hot chocolate i love my husband,1
need to cut my hair need to shower need to wash dishes need to pee  damn,1
finally  home  weather is bad,1
ah no i cant believe its school tomorrow where did the weeks go,-1
has been cleaning all day i think i deserve a cupcake  lt3 yummy,1
i cant believe i had a bad dream,-1
school is going to be absolutely horrible today peace out 09,-1
i really need a car,-1
trying to find beth on twitter and failing,-1
today is what i love about sundays amp sunny days,1
is waiting for dave to call while washing out her swollen red eyes,-1
good morning  im having pancakes this morning yay grandma pancakes are delicious haha wat is everyone up to,1
why do i makes plans to do things early saturday morning  regret,-1
at least i know going to the gym is working now my pants dont fit,-1
seriously needs to study for her ap test but doesnt get the point if shes sure shell fail,-1
goodmorning on the go already chasing dreams  hope the clouds break for some sunshine,1
ugh never packed  damn,-1
getting ready for work i can barely move but i gotta work  because i love my job,1
just got in from a nice dinner with michael and the kids  now its raining,-1
y am i awake so early practice later,1
watching the hills  mtv movie awards tonight    the hills finale tonight,1
need to get my tooth removed shit is annoying now ok 6 more months we can do it,-1
tracecyrus i hope you enjoy your stay in the philippines its a great place,1
i did horrible i ate 12 hot dogs  in my worst performance ever including training that wont happen again  ever,-1
cereal and harry potter this is the life,1
what the truck followers keep leaving me,-1
today was a weird day thank god for tomorrow,1
argh its soo hot on this bus first day back wasnt too bad tomorrow nights gonna be goooood,1
i want my cat back and i so sore from the accident now,-1
parents finally came home getting sleepy hittin the sack gnite tweeters,1
good morning fellow tweeters  london aint that sunny today no more,-1
watching harry potter,1
suffering from a killer headache,-1
its boring at home had nothing to do,-1
i think i push people away to much because im scared that something good might happen for once hopefully it works out im sorry,-1
im gonna go try to s l e e p it feels incredibly impossible though,-1
fearnecotton can official say im the most jealous person right now couldnt go due to exams,-1
well thats me into work already at least its a nice morning,1
on the way to work i love my new studio,1
bought a new iphone case since i probably wont be getting the new phone  damn atampt,-1
trying to sleep not working,-1
eating chocolate ice cream yum,1
happy sweet 16 to me,-1
i need to calm the fuck down im really not being a nice person  i want to sort things out with mum,-1
i completely understand but musical sad face,-1
i think will smith is amazing if theres someone i could meet i think it would be him,1
slept way too damn long is awake and up now,1
whole body really aching this morning especially the legs,-1
ddlovato im happy you had a day off youre my idol demi  youre truly amazing and dont forget it   love you girly,1
i hope they fix my 360 today but i already know they wont,-1
cough cough so sick,-1
my car is poorly again,-1
haha as we really should go we can leave the boys behind  jk if kyle twitters,1
its times like these when i feel a bit emo,-1
yes just found a 20 in my purse ahhhhh,1
woke up today and my leg hurt so badly i really messed it up swimming yesterday,-1
at work and my tummy hurts  this should be a fun day,-1
overslept sorry  no alarm no waking up,-1
my tooth is seriously hurting and no pain meds,-1
the weather is gross today writing my last college paper ever,1
did a stupid thing last night,-1
theres a storm in my heart  i hope it would pass,-1
im just waiting for this horrible storm to end  yikes,-1
might have been the longest day of my life but i feel great,1
singing and dancing went good every1 was laughing at me  lol  i got student of the month yay so im very very happy,1
who wants to go out on a date with a girl with 12 bug bites,-1
thanks for all the support taking a much needed break from social media  tweet if ya need me,1
has decided to dig through old pics so i can scan and share with friends on facebook its gonna be fun with tons of good memories,1
yall go out and buy jonasbrothers cd tomorrow,1
wake up its a beautiful morning d i love the sunny mornings makes me feel so good,1
is sick as in in bed and not at work,-1
tired and feeling sick yet again  whats wrong with me argh,-1
me  and the boy have been sent downstairs while the girls prepare for my birthday tomorrow,1
this isnt just for the lolz anymore,-1
im making fancy dinner tonight,1
maybe someday it will happen and ill stop waiting for it who knows when it does i know i will be amazed aha,1
is in the garden i love the cool wind,1
so sad i found a baby bunny and its mommy left him poor little guy wont make it without his mommy probably only a week old,-1
allergies are gross last night was a blast though,1
sex on the brain,1
ugh  been sick all week  somebody save me,-1
having a good afternoon  dinner time made me feel a lot happier and productive d,1
so tired but had so much fun last night thank god for starbucks this morning,1
he is good he is at childrens day out he should be with daddy now  i am running around by myself,1
greek party tonite do i really need to check this out sounds like a lot of sweat,-1
thinks this is the worst game she has ever been at,-1
must be doing something right,1
its still updating please dont call or txt me ur makin it take longer,-1
stop asking me to play football im ill,-1
